conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f7656ee-6b33-45bb-a2c7-5eba4e437324,skill/competence,occupation-specific,керувати розробкою гумових виробів,,,released,2021-10-18T11:37:08.444Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Визначати технологічні специфікації для перетворення матеріалів у придатні для використання гумові вироби та забезпечувати безперебійне протікання процесів. Діяльність включає змішування каучукового полімеру з іншими хімічними речовинами, формування гумової суміші у проміжні форми та формування кінцевої продукції.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f7800d9-e200-4395-b606-00db52841660,skill/competence,sector-specific,готувати майданчики для посіву трави,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати газонні ділянки, розкидаючи верхній шар ґрунту і висаджуючи траву, а також укладаючи швидкорозчинний дерен.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f7b5fa1-5fa5-4bfc-b9c8-c0cef15b8b60,skill/competence,sector-specific,установлювати розумні пристрої,,,released,2021-03-31T11:58:52.591Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Установлювати пристрої, що підключаються до інтернету, як-от термостати, датчики якості навколишнього середовища в приміщенні, датчики виявлення руху, електронні термостатичні радіаторні клапани, лампочки, вимикачі світла, релейні вимикачі для допоміжних будівельних комунікацій, штекери, лічильники електроенергії, віконні та дверні контактні датчики, датчики рівня води, безколекторні двигуни постійного струму для сонцезахисних та автоматичних дверей, датчики диму та вуглекислого газу, відеокамери, дверні замки, дверні дзвінки та пристрої, адаптовані до способу життя. Підключати ці пристрої до системи домашньої автоматизації, а також до відповідних датчиків.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f7f7a05-88ec-4c8a-937f-381dce6b00fd,skill/competence,transversal,писати корейською мовою,,,released,2025-01-27T15:18:06.92Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups","Складати тексти в письмовій формі корейською мовою.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f8a2712-d20c-4e5f-b34a-738f55486aa0,skill/competence,sector-specific,застосовувати стандарти якості соціальних послуг,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Застосовувати стандарти якості соціальних послуг, дотримуючись цінностей і принципів соціальної роботи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f8c99cc-17a8-40f2-bc3a-f9eb426dbe06,skill/competence,sector-specific,розраховувати схеми такелажу,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Обчислювати правильні дані для визначення того, як буде працювати обладнання під час його експлуатації.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f92c4ed-279c-467e-82bd-4709172514f5,skill/competence,sector-specific,усувати побічні ефекти менопаузи,,,released,2024-01-02T11:25:13.92Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Усувати побічні ефекти менопаузи, зокрема втому, зміни температури тіла, перепади настрою, депресію та збільшення ваги. Шукати симптоми проблем зі здоров’ям, які можуть бути викликані менопаузою, зокрема серцевих хвороб, проблем із зором та остеопорозу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f954283-4642-409a-8e9b-d6ae0a11b358,skill/competence,sector-specific,використовувати метеорологічні інструменти для прогнозування погодних умов,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Використовувати метеорологічні дані та інструменти, зокрема факсимільні апарати, метеорологічні карти та комп’ютерні термінали, для прогнозування погодних умов.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fa41ec9-5a43-4976-b34d-8639596f67ba,skill/competence,sector-specific,вивчати музику,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вивчати оригінальні музичні твори, щоб добре ознайомитися з теорією та історією музики.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2fa85ca3-818b-4e92-a1cf-a35f86ac9585,knowledge,sector-specific,європейська інтеграція,,,released,2023-10-26T15:05:47.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Прогресивний і безперервний процес економічної, соціальної та політичної інтеграції в європейських країнах для поліпшення співпраці, взаємодії та добробуту, а також для подолання історичних конфліктів задля встановлення миру і стабільності. Європейська інтеграція сягає своїм корінням часу після Другої світової війни, хоча розвиток Європейського Союзу є її основним елементом.
	"
